"date","hour","text","source","username","hashtags"	
"2019-06-23","20:13:07","Debbie Schmid sofre de alergia a frutas, legumes e verduras cruas, laticínios, soja, glúten, lactose, nozes e fruto… https://t.co/IPKK1mSTA0","SocialFlow","bbcbrasil",""	
"2019-06-23","20:07:05","Expedição de Carl von Martius batizou metade das espécies conhecidas da flora brasileira – e passou até por Bento R… https://t.co/BSWP6xU7yU","SocialFlow","bbcbrasil",""	
"2019-06-23","20:07:05","Escolas no Brasil têm menos tempo para ensino e mais bullying entre alunos do que média internacional, mostra pesqu… https://t.co/KNKfLD53Wf","SocialFlow","bbcbrasil",""	
"2019-06-23","20:01:07","Você pagaria para enviar um e-mail? Uma nova maneira de evitar o excesso de mensagens https://t.co/tSC17pd04r… https://t.co/D5WAXdikLJ","SocialFlow","bbcbrasil",""	
"2019-06-23","19:57:23","Como a Finlândia fabrica roupa com madeira usada https://t.co/9L2q3jvYMr #ArquivoBBC https://t.co/hIrvCvZnx9","SocialFlow","bbcbrasil","ArquivoBBC"	
"2019-06-23","19:37:02","Brasileiros, japoneses e chilenos são os povos mais tolerantes à entrada de refugiados no mundo, mostra pesquisa https://t.co/WHcCaRCKh1","SocialFlow","bbcbrasil",""	
"2019-06-23","19:25:51","Como é possível aprender um idioma enquanto você dorme https://t.co/FlUWw4Hm7O #ArquivoBBC https://t.co/EF77Awlhje","SocialFlow","bbcbrasil","ArquivoBBC"	
"2019-06-23","19:05:47","#MaisLidas Você sofre para se sentir bem nas primeiras horas da manhã? 💤 Técnicas simples podem ajudar a ajustar o… https://t.co/lBYRVzFMgj","SocialFlow","bbcbrasil","MaisLidas"	
"2019-06-23","18:44:04","Para evitar acidentes fatais, uma das propostas do governo do Japão é limitar os motoristas idosos a certos tipos d… https://t.co/QeZQalWAEt","SocialFlow","bbcbrasil",""	
"2019-06-23","18:21:23","A proporção no Brasil de pessoas que aprovam vacinação infantil é maior que a média global e que os índices observa… https://t.co/bR2tDNt91o","SocialFlow","bbcbrasil",""	
"2019-06-23","18:00:05","Tudo o que você precisa saber sobre as usinas nucleares de Angra 1 e 2, e por que são diferentes de Chernobyl https://t.co/L58nNPkkNy","SocialFlow","bbcbrasil",""	
"2019-06-23","17:55:02","#MaisLidas Escola dá troféu de 'mais irritante' a menino com autismo https://t.co/yqymE3D47r https://t.co/BDs6ZEXJTr","SocialFlow","bbcbrasil","MaisLidas"	
