date,"hour","text","source","username","hashtags"	
https://t.co/ocaCtdyPkT #G1 https://t.co/GBwMDwIVHJ","TweetDeck","G1","G1"	
2019-06-22,"22:00:00","Como seria um eventual conflito entre os EUA e Irã? 	
https://t.co/0jSlLX1qkH #G1 https://t.co/NTDGQrgMj4","TweetDeck","G1","G1"	
2019-06-22,"21:28:48","Morre Paulo Pagni, baterista do RPM 	
https://t.co/PWtcvv2ZbE #G1 https://t.co/5Al5OLcni4","TweetDeck","G1","G1"	
2019-06-22,"21:00:00","Para ganhar a confiança das vítimas e conseguir resgatá-las, as trans participavam das operações como interlocutora… https://t.co/VY7BOfGH9X","TweetDeck","G1",""	
2019-06-22,"20:30:00","Apostas podem ser feitas até as 19h, em lotéricas ou pela internet 	
https://t.co/WeKZuINjVP #G1","TweetDeck","G1","G1"	
2019-06-22,"20:00:00","Deputada Flordelis diz que vai depor à polícia do RJ sobre o assassinato do marido na segunda-feira… https://t.co/4AuFl2d9Jz","TweetDeck","G1",""	
2019-06-22,"19:30:00","'Querem me deixar como rainha da Inglaterra?' 	
https://t.co/bOzdOyQPTi #G1 https://t.co/C84OzNUni0","TweetDeck","G1","G1"	
2019-06-22,"19:00:01","Dados do IR mostram que super-ricos têm mais isenções e pagam menos imposto no Brasil https://t.co/JKLq5T4N8a  #G1 https://t.co/xtpRBjm0yn","TweetDeck","G1","G1"	
2019-06-22,"18:30:00","Advogada constrói bebedouro no muro de casa para moradores de rua: 'a sede é uma tortura', diz… https://t.co/8FlAucdsLY","TweetDeck","G1",""	
