date,"hour","text","source","username","hashtags"		
2019-06-25,"3:03:33","RT @guilherme_amado: Microsoft foi contratada sem licitação https://t.co/yIJsK5KYEV #microsoft #TJSP #processos","Twitter for iPhone","RevistaEpoca","microsoft"		
2019-06-25,"3:03:14","RT @guilherme_amado: Canal Ampli fez humor sobre a maior operação de combate à corrupção do continente https://t.co/XF92RlmREV #lavajato #a…","Twitter for iPhone","RevistaEpoca","lavajato"		
2019-06-25,"3:03:11","RT @guilherme_amado: Os votos de Cármen têm sido mais favoráveis à Lava Jato do que os do antecessor, Ricardo Lewandowski. 		
https://t.co/lv…","Twitter for iPhone","RevistaEpoca",""		
2019-06-25,"0:21:26","RT @guilherme_amado: Os quatro executivos são delatores. https://t.co/zp5wx8U05B #Odebrecht #LavaJato #Venezuela #HugoChávez","TweetDeck","RevistaEpoca","Odebrecht"		
2019-06-25,"0:20:47","RT @guilherme_amado: Em abril, Silva disse em depoimento que foi ameaçada de morte por Marcelo Álvaro. https://t.co/JzaIIOhYc1 #PSL #Bolson…","TweetDeck","RevistaEpoca","PSL"		
2019-06-24,"23:09:31","Projeto da Sidewalk Labs promete mudar parte da metrópole canadense, e a reação dos moradores mostra discussões ess… https://t.co/Dy9sUDVrun","TweetDeck","RevistaEpoca",""		
2019-06-24,"20:59:08","Recém-aprovado no Equador, casamento entre pessoas do mesmo sexo é permitido na Costa Rica, Argentina, Brasil, Colô… https://t.co/BTDmqS9XOB","TweetDeck","RevistaEpoca",""		
2019-06-24,"20:47:20","Artigo: A força do governo tem sido aplicada no combate aos focos de oposição, reais e imaginários.		
		
por Rodrigo Le… https://t.co/gkH2xp8Hxn","TweetDeck","RevistaEpoca",""		
2019-06-24,"19:56:49","Críticas de Bolsonaro ao Congresso azedaram os planos.		
		
via @guilherme_amado		
		
https://t.co/GwWbI1qABz","TweetDeck","RevistaEpoca",""		
2019-06-24,"18:39:25","Coluna: Ídolo dos palcos manteve seu prestígio em Berlim mesmo tendo colaborado com os nazistas. Décadas depois, pr… https://t.co/Mydwa2L3MX","TweetDeck","RevistaEpoca",""		
2019-06-24,"17:30:32","Coluna: O que explica a ausência da maioria absoluta das plataformas de checagem do Brasil no Global Fact 6, o maio… https://t.co/4OvBAxhgEH","TweetDeck","RevistaEpoca",""		
2019-06-24,"16:31:15","O julgamento foi adiado e Cármen é, há duas semanas, a nova presidente da Segunda Turma, encarregada de fazer a age… https://t.co/iqn8g87aAb","Twitter Web Client","RevistaEpoca",""		
2019-06-24,"16:29:43","As duas equipes, que se enfrentam agora nas oitavas de final da Copa do Mundo, são exemplos antigo e novo de invest… https://t.co/FugmMBGMaw","Twitter Web Client","RevistaEpoca",""		
2019-06-24,"14:00:01","A empresa foi contratada sem licitação		
		
via @guilherme_amado 		
		
https://t.co/saOYSk8fH6","TweetDeck","RevistaEpoca",""		
2019-06-24,"13:53:17","Artigo: O documentário de Petra Costa, na Netflix, mergulha na história que levou ao impeachment de Dilma Rousseff… https://t.co/PChsrTkO8G","TweetDeck","RevistaEpoca",""		
2019-06-24,"13:30:00","Punição seria de R$ 175 mil e já foi rejeitada em duas instâncias		
		
